EmployeeNumber,Age,Gender,Department,JobRole,BusinessTravel,MaritalStatus,Education,EducationField,MonthlyIncome,MonthlyRate,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverTime,Attrition,attrition_flag,satisfaction_avg,tenure_band,income_band
1582,38,MALE,Sales,Sales Executive,Travel_Rarely,Married,3,Life Sciences,9924,12355,11,3,1,10,3,9,8,7,7,NO,No,0,2.6666666666666665,5-10,Q5 Highest
1583,38,FEMALE,Sales,Sales Executive,Travel_Rarely,Single,3,Life Sciences,4198,16379,12,3,0,8,5,3,2,1,2,NO,No,0,2.6666666666666665,1-3,Q2
1585,36,FEMALE,Sales,Sales Executive,Travel_Rarely,Single,4,Life Sciences,6815,21447,13,3,0,15,5,1,0,0,0,NO,No,0,2.6666666666666665,0-1,Q4
1586,29,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,1,Medical,4723,16213,18,3,0,10,3,10,9,1,5,YES,No,0,2.0,5-10,Q3
1587,35,FEMALE,Research & Development,Healthcare Representative,Travel_Rarely,Single,4,Medical,6142,4223,16,3,0,10,4,5,2,0,4,YES,No,0,2.3333333333333335,3-5,Q4
1588,39,MALE,Sales,Sales Executive,Travel_Rarely,Married,3,Medical,8237,4658,11,3,1,11,3,7,6,7,6,NO,No,0,3.3333333333333335,5-10,Q4
1590,29,MALE,Research & Development,Healthcare Representative,Travel_Frequently,Divorced,1,Life Sciences,8853,24483,19,3,1,6,0,6,4,1,3,NO,No,0,3.0,5-10,Q4
1591,50,MALE,Sales,Manager,Travel_Rarely,Married,3,Marketing,19331,19519,16,3,1,27,2,1,0,0,0,YES,No,0,3.0,0-1,Q5 Highest
1592,23,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Technical Degree,2073,12826,16,3,1,4,2,2,2,2,2,NO,No,0,3.3333333333333335,1-3,Q1 Lowest
1594,36,MALE,Research & Development,Laboratory Technician,Travel_Frequently,Married,4,Life Sciences,5562,19711,13,3,1,9,3,3,2,0,2,YES,No,0,1.6666666666666667,1-3,Q3
1595,42,MALE,Research & Development,Manager,Travel_Rarely,Single,2,Other,19613,26362,22,4,0,24,2,1,0,0,1,NO,No,0,3.6666666666666665,0-1,Q5 Highest
1596,35,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,3,Life Sciences,3407,25348,17,3,2,10,3,10,9,6,8,NO,No,0,2.3333333333333335,5-10,Q2
1597,34,MALE,Research & Development,Healthcare Representative,Travel_Frequently,Married,4,Technical Degree,5063,15332,14,3,1,8,3,8,2,7,7,NO,No,0,3.0,5-10,Q3
1598,40,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,2,Life Sciences,4639,11262,15,3,1,5,2,5,4,1,2,NO,No,0,2.6666666666666665,3-5,Q3
1599,43,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,3,Technical Degree,4876,5855,12,3,1,8,0,6,4,0,2,NO,No,0,3.0,5-10,Q3
1601,35,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,2,Life Sciences,2690,7713,18,3,1,1,5,1,0,0,1,NO,No,0,3.0,0-1,Q1 Lowest
1602,46,MALE,Sales,Manager,Travel_Rarely,Single,4,Life Sciences,17567,3156,15,3,0,27,5,26,0,0,12,NO,No,0,2.0,10+,Q5 Highest
1604,28,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,3,Medical,2408,7324,17,3,3,1,3,1,1,0,0,YES,Yes,1,2.6666666666666665,0-1,Q1 Lowest
1605,22,FEMALE,Research & Development,Research Scientist,Non-Travel,Married,2,Other,2814,10293,14,3,0,4,2,4,2,1,3,YES,No,0,2.3333333333333335,3-5,Q2
1606,50,MALE,Research & Development,Healthcare Representative,Travel_Frequently,Married,5,Medical,11245,20689,15,3,1,32,3,30,8,12,13,YES,No,0,2.6666666666666665,10+,Q5 Highest
1607,32,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,4,Other,3312,18783,17,3,2,6,3,3,2,0,2,NO,No,0,3.0,1-3,Q2
1608,44,FEMALE,Research & Development,Research Director,Travel_Rarely,Divorced,3,Medical,19049,3549,14,3,1,23,4,22,7,1,10,YES,No,0,2.6666666666666665,10+,Q5 Highest
1609,30,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Medical,2141,5348,12,3,1,6,3,6,4,1,1,NO,No,0,2.0,5-10,Q1 Lowest
1611,45,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,5,Medical,5769,23447,14,3,0,10,3,10,7,1,4,YES,No,0,2.3333333333333335,5-10,Q4
1612,45,MALE,Sales,Sales Executive,Non-Travel,Married,3,Marketing,4385,24162,15,3,1,10,2,10,7,4,5,NO,No,0,1.6666666666666667,5-10,Q3
1613,31,MALE,Sales,Sales Executive,Travel_Frequently,Single,4,Other,5332,21602,13,3,0,10,3,5,2,0,3,NO,No,0,2.6666666666666665,3-5,Q3
1614,36,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,4,Life Sciences,4663,12421,12,3,2,7,2,3,2,1,1,YES,No,0,3.0,1-3,Q3
1615,34,MALE,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,4,Life Sciences,4724,17000,13,3,1,9,3,9,7,7,2,NO,No,0,3.3333333333333335,5-10,Q3
1617,49,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,4,Life Sciences,3211,22102,14,3,1,10,3,9,6,1,4,NO,No,0,2.0,5-10,Q2
1618,39,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,5,Medical,5377,3835,13,3,3,10,3,7,7,7,7,NO,No,0,2.0,5-10,Q3
1619,27,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,3,Other,4066,16290,11,3,2,7,3,7,7,0,7,NO,No,0,2.6666666666666665,5-10,Q2
1621,35,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,5,Life Sciences,5208,26312,11,3,0,16,2,16,15,1,10,NO,No,0,2.0,10+,Q3
1622,28,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,3,Medical,4877,20460,21,4,1,6,5,5,3,0,0,NO,No,0,1.6666666666666667,3-5,Q3
1623,21,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,1,Medical,3117,26009,18,3,0,3,2,2,2,2,2,NO,No,0,3.3333333333333335,1-3,Q2
1624,18,FEMALE,Sales,Sales Representative,Travel_Frequently,Single,2,Medical,1569,18420,12,3,0,0,2,0,0,0,0,YES,Yes,1,3.3333333333333335,0-1,Q1 Lowest
1625,47,FEMALE,Human Resources,Manager,Travel_Rarely,Married,4,Life Sciences,19658,5220,11,3,1,27,2,5,2,1,0,NO,No,0,3.3333333333333335,3-5,Q5 Highest
1627,39,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,2,Medical,3069,10302,15,3,1,11,3,10,8,0,7,NO,No,0,3.0,5-10,Q2
1628,40,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,3,Life Sciences,10435,25800,13,3,2,18,2,18,15,14,12,NO,No,0,2.3333333333333335,10+,Q5 Highest
1630,35,FEMALE,Research & Development,Healthcare Representative,Non-Travel,Married,4,Life Sciences,4148,12250,12,3,1,15,5,14,11,2,9,NO,No,0,3.0,10+,Q2
1631,37,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,3,Life Sciences,5768,26493,17,3,3,9,2,4,3,0,2,NO,No,0,2.6666666666666665,3-5,Q4
1633,39,FEMALE,Research & Development,Manufacturing Director,Travel_Frequently,Single,3,Medical,5042,3140,13,3,0,10,2,9,2,3,8,NO,No,0,1.6666666666666667,5-10,Q3
1635,45,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,2,Other,5770,5388,19,3,2,10,3,10,7,3,9,NO,No,0,3.6666666666666665,5-10,Q4
1638,38,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,2,Medical,7756,14199,19,3,1,10,6,5,4,0,2,YES,No,0,3.6666666666666665,3-5,Q4
1639,35,MALE,Sales,Sales Executive,Travel_Rarely,Married,3,Medical,10306,21530,17,3,0,15,3,13,12,6,0,NO,Yes,1,2.6666666666666665,10+,Q5 Highest
1640,37,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Medical,3936,9953,11,3,1,8,2,8,4,7,7,NO,No,0,1.6666666666666667,5-10,Q2
1641,40,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Single,3,Life Sciences,7945,19948,15,3,0,18,2,4,2,3,3,YES,No,0,3.0,3-5,Q4
1642,44,MALE,Human Resources,Human Resources,Travel_Frequently,Married,5,Human Resources,5743,10503,11,3,0,14,3,10,7,0,2,YES,No,0,2.6666666666666665,5-10,Q3
1644,48,MALE,Research & Development,Manager,Travel_Frequently,Married,5,Medical,15202,5602,25,4,1,23,3,2,2,2,2,NO,No,0,3.3333333333333335,1-3,Q5 Highest
1645,35,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,2,Medical,5440,22098,14,3,2,7,2,2,2,2,2,YES,Yes,1,2.3333333333333335,1-3,Q3
1646,24,FEMALE,Research & Development,Research Scientist,Travel_Frequently,Single,1,Technical Degree,3760,17218,13,3,0,6,2,6,3,1,3,YES,No,0,2.6666666666666665,5-10,Q2
1647,27,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Medical,3517,22490,17,3,0,5,0,3,2,0,2,NO,No,0,2.6666666666666665,1-3,Q2
1648,27,MALE,Research & Development,Research Scientist,Travel_Frequently,Single,3,Medical,2580,6297,13,3,0,6,0,4,2,1,2,NO,No,0,3.3333333333333335,3-5,Q1 Lowest
1649,40,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,3,Life Sciences,2166,3339,14,3,0,10,3,4,2,0,3,YES,Yes,1,1.0,3-5,Q1 Lowest
1650,29,MALE,Sales,Sales Executive,Travel_Rarely,Single,3,Medical,5869,23413,11,3,0,8,2,5,2,1,4,NO,No,0,3.0,3-5,Q4
1651,36,FEMALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,4,Life Sciences,8008,22792,12,3,2,9,6,3,2,0,2,NO,No,0,2.0,1-3,Q4
1653,25,MALE,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,1,Life Sciences,5206,4973,17,3,2,7,6,7,7,0,7,NO,No,0,3.3333333333333335,5-10,Q3
1654,39,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,3,Medical,5295,7693,21,4,0,7,3,5,4,1,0,NO,No,0,3.0,3-5,Q3
1655,49,FEMALE,Research & Development,Research Director,Travel_Rarely,Married,4,Other,16413,3498,16,3,2,27,2,4,2,1,2,NO,No,0,2.0,3-5,Q5 Highest
1656,50,FEMALE,Research & Development,Research Director,Travel_Rarely,Divorced,5,Life Sciences,13269,21981,15,3,3,19,3,14,11,1,11,NO,No,0,2.6666666666666665,10+,Q5 Highest
1657,20,FEMALE,Sales,Sales Representative,Travel_Rarely,Single,3,Medical,2783,13251,19,3,0,2,3,2,2,2,2,NO,No,0,3.0,1-3,Q2
1658,34,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Divorced,3,Life Sciences,5433,19332,12,3,1,11,2,11,8,7,9,NO,No,0,3.0,10+,Q3
1659,36,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,3,Life Sciences,2013,10950,11,3,0,15,4,4,3,1,3,NO,No,0,2.0,3-5,Q1 Lowest
1661,49,FEMALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,1,Life Sciences,13966,11652,19,3,1,30,3,15,11,2,12,YES,No,0,3.0,10+,Q5 Highest
1662,36,FEMALE,Research & Development,Manufacturing Director,Non-Travel,Married,4,Medical,4374,15411,15,3,0,4,6,3,2,1,2,NO,No,0,3.3333333333333335,1-3,Q3
1664,36,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,2,Life Sciences,6842,26308,20,4,1,13,3,5,4,0,4,NO,No,0,2.6666666666666665,3-5,Q4
1665,54,FEMALE,Research & Development,Manager,Travel_Rarely,Married,5,Medical,17426,18685,25,4,1,36,6,10,8,4,7,NO,No,0,2.6666666666666665,5-10,Q5 Highest
1666,43,MALE,Research & Development,Research Director,Travel_Rarely,Married,2,Life Sciences,17603,3525,24,4,1,14,3,14,10,6,11,NO,No,0,3.0,10+,Q5 Highest
1667,35,MALE,Sales,Sales Executive,Travel_Frequently,Single,4,Other,4581,10414,24,4,0,13,2,11,9,6,7,YES,Yes,1,4.0,10+,Q3
1668,38,MALE,Research & Development,Research Scientist,Travel_Frequently,Married,3,Life Sciences,4735,9867,15,3,2,19,4,13,11,2,9,NO,No,0,4.0,10+,Q3
1669,29,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,3,Medical,4187,3356,13,3,1,10,3,10,0,0,9,YES,No,0,1.6666666666666667,5-10,Q2
1670,33,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,4,Medical,5505,3921,14,3,2,6,5,6,2,0,4,NO,No,0,3.6666666666666665,5-10,Q3
1671,32,MALE,Research & Development,Research Scientist,Travel_Rarely,Divorced,3,Medical,5470,25518,13,3,2,10,4,9,5,1,6,NO,No,0,2.6666666666666665,5-10,Q3
1673,31,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,4,Life Sciences,5476,22589,11,3,2,10,2,10,0,0,2,NO,No,0,2.6666666666666665,5-10,Q3
1674,49,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,3,Medical,2587,24941,16,3,1,17,2,2,2,2,2,YES,No,0,2.3333333333333335,1-3,Q1 Lowest
1675,38,FEMALE,Research & Development,Laboratory Technician,Travel_Frequently,Single,3,Medical,2440,23826,22,4,0,4,3,4,3,3,3,NO,No,0,3.0,3-5,Q1 Lowest
1676,47,FEMALE,Sales,Manager,Travel_Rarely,Divorced,4,Life Sciences,15972,21086,14,3,3,29,2,3,2,1,2,NO,No,0,2.3333333333333335,1-3,Q5 Highest
1677,49,MALE,Research & Development,Manager,Travel_Rarely,Single,3,Life Sciences,15379,22384,14,3,0,23,2,8,7,0,0,NO,No,0,3.0,5-10,Q5 Highest
1678,41,MALE,Sales,Sales Executive,Travel_Rarely,Single,2,Life Sciences,7082,11591,16,3,0,21,2,2,0,0,2,YES,No,0,3.3333333333333335,1-3,Q4
1680,20,MALE,Sales,Sales Representative,Travel_Rarely,Single,1,Life Sciences,2728,21082,11,3,0,2,3,2,2,0,2,NO,No,0,2.6666666666666665,1-3,Q2
1681,33,FEMALE,Sales,Sales Executive,Non-Travel,Divorced,3,Life Sciences,5368,16130,25,4,1,7,2,6,5,1,2,YES,No,0,3.3333333333333335,5-10,Q3
1682,36,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,4,Life Sciences,5347,7419,14,3,2,10,2,3,2,0,2,NO,No,0,2.0,1-3,Q3
1683,44,FEMALE,Human Resources,Human Resources,Travel_Rarely,Divorced,3,Life Sciences,3195,4167,18,3,3,8,2,2,2,2,2,YES,No,0,3.3333333333333335,1-3,Q2
1684,23,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,1,Medical,3989,20586,11,3,0,5,2,5,4,1,2,YES,Yes,1,3.3333333333333335,3-5,Q2
1687,38,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,2,Medical,3306,26176,19,3,1,7,5,0,0,0,0,NO,No,0,3.0,0-1,Q2
1689,53,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,4,Medical,7005,3458,15,3,0,11,2,4,3,1,2,NO,No,0,3.0,3-5,Q4
1691,48,FEMALE,Sales,Sales Representative,Travel_Frequently,Married,2,Medical,2655,11740,11,3,2,19,3,9,7,7,7,YES,Yes,1,3.3333333333333335,5-10,Q1 Lowest
1692,32,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,4,Life Sciences,1393,24852,12,3,0,1,2,1,0,0,0,NO,Yes,1,3.0,0-1,Q1 Lowest
1693,26,MALE,Research & Development,Laboratory Technician,Non-Travel,Single,3,Medical,2570,11925,20,4,0,7,5,7,7,5,7,NO,No,0,3.6666666666666665,5-10,Q1 Lowest
1694,55,MALE,Research & Development,Research Scientist,Travel_Rarely,Divorced,3,Technical Degree,3537,23737,12,3,1,8,1,4,2,1,2,NO,No,0,2.0,3-5,Q2
1696,34,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,2,Medical,3986,11912,14,3,1,15,3,15,10,4,13,NO,No,0,3.3333333333333335,10+,Q2
1697,60,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,4,Medical,10883,20467,20,4,1,19,2,1,0,0,0,NO,No,0,3.6666666666666665,0-1,Q5 Highest
1698,33,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,3,Medical,2028,13637,18,3,3,14,6,14,11,2,13,NO,No,0,2.3333333333333335,10+,Q1 Lowest
1700,37,MALE,Sales,Sales Executive,Travel_Frequently,Divorced,4,Medical,9525,7677,14,3,2,6,2,6,3,1,3,NO,No,0,3.0,5-10,Q4
1701,34,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Life Sciences,2929,20338,12,3,0,10,3,10,9,8,7,NO,No,0,3.0,5-10,Q2
1702,23,MALE,Sales,Sales Representative,Travel_Rarely,Divorced,3,Life Sciences,2275,25103,21,4,1,3,2,3,2,0,2,YES,Yes,1,3.3333333333333335,1-3,Q1 Lowest
1703,44,FEMALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,3,Life Sciences,7879,14810,19,3,1,9,2,8,7,6,7,YES,No,0,3.3333333333333335,5-10,Q4
1704,35,MALE,Research & Development,Research Scientist,Travel_Frequently,Single,4,Medical,4930,13970,14,3,0,6,2,5,4,1,4,YES,No,0,3.0,3-5,Q3
1706,43,MALE,Sales,Sales Executive,Travel_Rarely,Married,3,Medical,7847,6069,17,3,1,10,3,10,9,8,8,YES,No,0,3.6666666666666665,5-10,Q4
1707,24,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Medical,4401,17616,16,3,1,5,1,5,3,0,4,NO,No,0,3.0,3-5,Q3
1708,41,MALE,Sales,Sales Executive,Travel_Rarely,Single,3,Marketing,9241,15869,12,3,0,10,3,10,8,8,7,NO,No,0,3.3333333333333335,5-10,Q4
1709,29,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,4,Medical,2974,25412,17,3,1,9,2,5,3,1,2,NO,No,0,3.3333333333333335,3-5,Q2
1710,36,FEMALE,Sales,Sales Representative,Travel_Rarely,Single,4,Life Sciences,4502,7439,15,3,0,17,2,13,7,6,7,NO,No,0,3.0,10+,Q3
1712,45,MALE,Research & Development,Healthcare Representative,Non-Travel,Married,1,Life Sciences,10748,3395,23,4,1,25,3,23,15,14,4,NO,No,0,2.6666666666666665,10+,Q5 Highest
1714,24,MALE,Human Resources,Human Resources,Travel_Rarely,Married,1,Human Resources,1555,11585,11,3,1,1,2,1,0,0,0,NO,Yes,1,3.3333333333333335,0-1,Q1 Lowest
1716,47,MALE,Sales,Sales Executive,Travel_Frequently,Married,3,Life Sciences,12936,24164,11,3,0,25,3,23,5,14,10,NO,Yes,1,2.3333333333333335,10+,Q5 Highest
1718,26,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,4,Medical,2305,6217,15,3,3,3,3,3,2,0,2,NO,No,0,3.6666666666666665,1-3,Q1 Lowest
1719,45,FEMALE,Research & Development,Research Director,Travel_Rarely,Single,2,Technical Degree,16704,17119,11,3,0,21,2,21,6,8,6,NO,No,0,3.0,10+,Q5 Highest
1720,32,MALE,Research & Development,Research Scientist,Travel_Frequently,Married,3,Life Sciences,3433,17360,13,3,1,10,3,5,2,1,3,NO,No,0,2.0,3-5,Q2
1721,31,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,4,Life Sciences,3477,18103,14,3,1,6,2,5,2,0,3,NO,No,0,3.0,3-5,Q2
1722,41,MALE,Human Resources,Human Resources,Non-Travel,Married,3,Human Resources,6430,20794,19,3,1,10,4,3,2,1,2,NO,No,0,2.6666666666666665,1-3,Q4
1724,40,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,2,Life Sciences,6516,5041,16,3,1,18,3,1,0,0,0,YES,No,0,2.0,0-1,Q4
1725,24,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,1,Medical,3907,3622,13,3,3,6,2,6,2,1,2,NO,No,0,2.3333333333333335,5-10,Q2
1727,46,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Single,4,Life Sciences,5562,9697,14,3,0,19,3,10,7,0,9,NO,No,0,2.6666666666666665,5-10,Q3
1728,35,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,4,Life Sciences,6883,5151,16,3,1,17,3,7,7,0,7,NO,No,0,3.3333333333333335,5-10,Q4
1729,30,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,1,Life Sciences,2862,3811,12,3,1,10,2,10,0,0,8,NO,No,0,2.6666666666666665,5-10,Q2
1731,47,MALE,Sales,Sales Executive,Non-Travel,Married,4,Marketing,4978,3536,11,3,1,4,3,1,0,0,0,NO,No,0,2.0,0-1,Q3
1732,46,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,3,Life Sciences,10368,5596,12,3,1,13,5,10,6,0,3,YES,No,0,3.0,5-10,Q5 Highest
1733,36,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,5,Marketing,6134,8658,13,3,3,16,3,2,2,2,2,YES,Yes,1,2.0,1-3,Q4
1734,32,MALE,Sales,Sales Executive,Travel_Rarely,Single,2,Life Sciences,6735,12147,15,3,0,10,2,0,0,0,0,NO,Yes,1,2.0,0-1,Q4
1735,23,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,1,Medical,3295,12862,13,3,0,3,3,3,2,1,2,NO,No,0,2.0,1-3,Q2
1736,31,FEMALE,Research & Development,Manufacturing Director,Travel_Frequently,Single,1,Technical Degree,5238,6670,20,4,0,9,3,5,4,1,4,NO,No,0,3.3333333333333335,3-5,Q3
1737,39,MALE,Research & Development,Laboratory Technician,Non-Travel,Married,3,Life Sciences,6472,8989,15,3,1,9,2,9,8,5,8,YES,No,0,3.6666666666666665,5-10,Q4
1739,32,MALE,Sales,Sales Executive,Travel_Rarely,Married,3,Life Sciences,9610,3840,13,3,1,10,2,4,3,0,2,NO,No,0,2.6666666666666665,3-5,Q4
1740,40,MALE,Sales,Manager,Travel_Rarely,Single,4,Medical,19833,4349,14,3,0,21,3,21,8,12,8,NO,No,0,2.0,10+,Q5 Highest
1744,45,FEMALE,Human Resources,Human Resources,Travel_Rarely,Married,3,Life Sciences,9756,6595,21,4,2,9,2,5,0,0,3,NO,No,0,3.3333333333333335,3-5,Q4
1745,30,FEMALE,Research & Development,Research Scientist,Travel_Frequently,Single,4,Technical Degree,4968,26427,16,3,0,10,2,9,7,0,7,NO,No,0,2.6666666666666665,5-10,Q3
1746,24,MALE,Human Resources,Human Resources,Travel_Frequently,Married,3,Medical,2145,2097,14,3,1,3,2,2,2,2,1,NO,No,0,2.6666666666666665,1-3,Q1 Lowest
1747,30,FEMALE,Human Resources,Human Resources,Travel_Frequently,Divorced,3,Human Resources,2180,9732,11,3,1,6,0,4,2,1,2,NO,Yes,1,3.0,3-5,Q1 Lowest
1749,31,MALE,Sales,Sales Executive,Travel_Rarely,Married,3,Technical Degree,8346,20943,19,3,1,6,3,5,2,0,2,NO,No,0,2.3333333333333335,3-5,Q4
1751,27,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Single,3,Medical,3445,6152,11,3,0,6,5,6,2,1,4,NO,No,0,3.0,5-10,Q2
1752,29,FEMALE,Sales,Sales Representative,Travel_Rarely,Single,3,Marketing,2760,14630,13,3,0,2,3,2,2,2,2,NO,Yes,1,2.3333333333333335,1-3,Q2
1753,29,MALE,Research & Development,Healthcare Representative,Travel_Frequently,Single,3,Life Sciences,6294,23060,12,3,0,10,5,3,2,0,2,YES,No,0,3.6666666666666665,1-3,Q4
1754,30,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,2,Marketing,7140,3088,11,3,1,12,2,7,7,1,7,NO,No,0,2.3333333333333335,5-10,Q4
1755,34,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,4,Medical,2932,5586,14,3,3,6,3,5,0,1,2,YES,No,0,3.6666666666666665,3-5,Q2
1756,33,FEMALE,Sales,Sales Executive,Non-Travel,Single,3,Marketing,5147,10697,15,3,0,13,2,11,7,1,7,NO,No,0,2.6666666666666665,10+,Q3
1757,49,FEMALE,Sales,Sales Executive,Travel_Rarely,Single,4,Marketing,4507,8191,12,3,0,8,1,5,1,0,4,NO,No,0,4.0,3-5,Q3
1758,33,FEMALE,Sales,Sales Executive,Travel_Rarely,Single,3,Life Sciences,8564,10092,20,4,0,11,2,0,0,0,0,YES,Yes,1,1.3333333333333333,0-1,Q4
1760,38,FEMALE,Research & Development,Laboratory Technician,Travel_Frequently,Married,2,Medical,2468,15963,14,3,1,9,4,6,1,0,5,NO,No,0,2.3333333333333335,5-10,Q1 Lowest
1761,31,MALE,Sales,Sales Executive,Travel_Rarely,Married,4,Marketing,8161,19002,13,3,3,10,2,1,0,0,0,NO,Yes,1,2.3333333333333335,0-1,Q4
1762,29,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Divorced,3,Technical Degree,2109,10007,13,3,1,1,2,1,0,0,0,NO,No,0,2.6666666666666665,0-1,Q1 Lowest
1763,30,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,3,Life Sciences,5294,9128,16,3,1,10,3,7,0,1,7,NO,No,0,3.0,5-10,Q3
1764,32,MALE,Research & Development,Research Scientist,Non-Travel,Single,4,Technical Degree,2718,17674,14,3,0,12,3,7,7,0,7,NO,No,0,2.3333333333333335,5-10,Q2
1766,38,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,3,Medical,5811,24539,16,3,1,15,2,1,0,1,0,YES,No,0,3.0,0-1,Q4
1767,43,MALE,Research & Development,Research Scientist,Travel_Frequently,Married,3,Technical Degree,2437,15587,16,3,1,6,4,1,0,0,0,YES,Yes,1,3.0,0-1,Q1 Lowest
1768,42,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,3,Medical,2766,8952,22,4,3,7,6,5,3,0,4,NO,No,0,2.0,3-5,Q2
1770,55,MALE,Research & Development,Research Director,Travel_Rarely,Married,3,Medical,19038,19805,12,3,3,34,2,1,0,0,0,NO,No,0,2.3333333333333335,0-1,Q5 Highest
1771,33,MALE,Research & Development,Research Scientist,Non-Travel,Divorced,3,Technical Degree,3055,6194,15,3,2,11,2,9,8,1,7,NO,No,0,2.6666666666666665,5-10,Q2
1772,41,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,4,Life Sciences,2289,20520,20,4,2,5,2,5,3,0,4,NO,No,0,2.3333333333333335,3-5,Q1 Lowest
1774,34,MALE,Sales,Sales Executive,Non-Travel,Divorced,3,Life Sciences,4001,12313,14,3,1,15,3,15,14,0,7,YES,No,0,3.3333333333333335,10+,Q2
1775,53,FEMALE,Research & Development,Manufacturing Director,Non-Travel,Married,4,Medical,12965,22308,20,4,3,27,2,3,2,0,2,YES,No,0,2.0,1-3,Q5 Highest
1778,43,MALE,Human Resources,Human Resources,Travel_Rarely,Single,3,Life Sciences,3539,5033,13,3,0,10,5,9,7,1,8,NO,No,0,3.0,5-10,Q2
1779,34,FEMALE,Sales,Sales Executive,Travel_Rarely,Single,2,Life Sciences,6029,25353,12,3,0,6,3,2,2,2,2,NO,No,0,3.6666666666666665,1-3,Q4
1780,21,MALE,Sales,Sales Representative,Travel_Rarely,Single,1,Marketing,2679,4567,13,3,0,1,3,1,0,1,0,NO,Yes,1,2.3333333333333335,0-1,Q1 Lowest
